https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92310&itemid=139557;Beijing World E To Technology Co., Ltd;Китай;;;Павильон №3 Зал №14;;;;;B2091;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92316&itemid=138727;Beijing Xinchuang Chunshu Rectifier Co., Ltd.;Китай ;;;Павильон №3 Зал №13;;;;;A6043;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92686&itemid=139543;Beijing Zhongke Feihong Science & Technology Co Ltd;Китай;;;Павильон №3 Зал №13;;;;;A6013;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90681&itemid=137368;BEISIT ELECTRIC TECH(HANGZHOU)CO.,LTD;Китай ;;;Павильон №3 Зал №15;;;;;C3113;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92387&itemid=139668;BEST;Китай;;;Павильон №3 Зал №14;;;;;B4037;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=87540&itemid=138824;BETTER PURO CO.,LTD;Китай ;;;Павильон №3 Зал №15;;;;;C7115;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=3006&itemid=136765;BIS Journal;Россия;;;Павильон №3 Зал №15;;;;;C7127;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=88536&itemid=139787;BMTI;Китай ;;;Павильон №3 Зал №14;;;;;B7077;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=55377&itemid=139659;Bonrex Technology Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1059;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90682&itemid=136670;BOSTOCK;Китай ;;;Павильон №3 Зал №15;;;;;C5111;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91143&itemid=136710;Brilltron Electronics limited;Китай;;;Павильон №3 Зал №15;;;;;C7051;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=82215&itemid=136057;BWT;Россия ;;;Павильон №3 Зал №15;;;;;C1021;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=57430&itemid=139704;C & I SEMICONDUCTORS CO.,LTD;Гонконг, специальный административный район Китая;;;Павильон №3 Зал №14;;;;;B8031;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91036&itemid=136262;Caring Circuit Tech Limited;Китай ;;;Павильон №3 Зал №15;;;;;C7125;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92625&itemid=139523;Carlacci Industrial Co., Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1107;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90718&itemid=138757;CB (XIAMEN) INDUSTRIAL CO., LTD.;Китай ;;;Павильон №3 Зал №15;;;;;C2151;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92736&itemid=139939;Centicore Group;Россия ;;;Павильон №3 Зал №13;;;;;A2021;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=78795&itemid=136142;CFSensor;Китай;;;Павильон №3 Зал №14;;;;;B4151;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90943&itemid=138391;Changsha Ecer Supply Chain Co., Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B2159;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=79890&itemid=139574;Changsha Sibel Electronic Technology Co.,Ltd.;Китай;;;Павильон №3 Зал №15;;;;;C7095;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90934&itemid=137972;Changzhou DAWN LINK CO.，LTD;Китай ;;;Павильон №3 Зал №13;;;;;A4023;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91550&itemid=137912;Chaoyang Microelectronics Technology Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1173;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91986&itemid=137879;Cheemi Technology Co., Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B7179;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91017&itemid=139119;Chengdu bearing new machinery equipment co LTD;Китай;;;Павильон №3 Зал №14;;;;;B3127;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92710&itemid=139689;ChengDu CuiWei Electronic Co.,LTD;Китай ;;;Павильон №3 Зал №14;;;;;B3165;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91018&itemid=138867;Chengdu Ebyte Electronic Technology Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B2157;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92683&itemid=139562;Chengdu EternalNova Integrated Circuit Co., Ltd;Китай ;;;Павильон №3 Зал №15;;;;;C5163;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92326&itemid=138994;Chengdu Halox Communication Technology Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1169;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92348&itemid=138713;Chengdu HKV Electronic Technology Co., Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B2161;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90724&itemid=136019;Chengdu Huitong West-electronic Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1103;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90751&itemid=137287;Chengdu KeyLink Wireless Technology Co., Ltd;Китай ;;;Павильон №3 Зал №15;;;;;C3137;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92318&itemid=138659;Chengdu Kingbri Frequency Technology Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B6187;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91015&itemid=138810;Chengdu Lange Microelectronics Technology Co., Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B2127;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90750&itemid=137352;Chengdu Relight Technology Co., Ltd;Китай;;;Павильон №3 Зал №15;;;;;C3141;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92327&itemid=138708;Chengdu Sanlianweixun microwave co,.ltd;Китай ;;;Павильон №3 Зал №15;;;;;C6141;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90705&itemid=138798;Chengdu Tong Zhi Li Trading Co., Ltd;Китай;;;Павильон №3 Зал №15;;;;;C8095;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91989&itemid=139983;China Shineland;Китай ;;;Павильон №3 Зал №14;;;;;B5171;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92663&itemid=139508;CHINA ZHEJIANG PAVILION;Китай;;;Павильон №3 Зал №15;;;;;C5067;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92312&itemid=139526;CHINA-TLINK TECHNOLOGY LIMITED;Гонконг, специальный административный район Китая ;;;Павильон №3 Зал №14;;;;;B3171;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91039&itemid=138689;Chip array;Китай;;;Павильон №3 Зал №14;;;;;B7191;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92578&itemid=139561;CHIP SMART CO., Limited;Гонконг, специальный административный район Китая ;;;Павильон №3 Зал №14;;;;;B2133;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91554&itemid=138992;Chip Space Electronics Co., Limited;Гонконг, специальный административный район Китая;;;Павильон №3 Зал №14;;;;;B8101;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=70155&itemid=136034;Chip Sun Technology Co., Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B6107;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92685&itemid=139664;ChipNobo Co., Ltd.;Китай;;;Павильон №3 Зал №15;;;;;C5153;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91035&itemid=136271;Chips Pulse PCBA Manufacturer;Китай ;;;Павильон №3 Зал №15;;;;;C9071;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92437&itemid=139944;CHIPSAIS.COM;Россия;;;Павильон №3 Зал №13;;;;;A5013;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90756&itemid=139214;CHIPSHOME INTERNATIONAL LIMITED;Китай ;;;Павильон №3 Зал №14;;;;;B6181;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90684&itemid=137827;Chipworker.ru;Россия;;;Павильон №3 Зал №14;;;;;B6153;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90715&itemid=138750;Chongqing Wiseworld Technology Co. Ltd.;Китай ;;;Павильон №3 Зал №15;;;;;C2147;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91024&itemid=136253;Cicotex Electronics (HK) Ltd.;Китай;;;Павильон №3 Зал №15;;;;;C7105;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=89041&itemid=138466;CIS - "Современные информационные системы", ИТ-журнал;Россия ;;;Павильон №3 Зал №15;;;;;C7127;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91545&itemid=138321;CIXI CITY CHAOYUE ELECTRONICS CO.,LTD;Китай;;;Павильон №3 Зал №14;;;;;B4173;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=85080&itemid=139246;Cixi Dafa Precise Linker Co., Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B1091;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=64869&itemid=137112;CIXI KEFA ELECTRONICS. CO.,LTD;Китай;;;Павильон №3 Зал №14;;;;;B2083;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90749&itemid=136135;Cixi Weidemile Electronic Technology Co., Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B8043;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90735&itemid=137290;Cixi Yunjia Electronic CO.,LTD;Китай;;;Павильон №3 Зал №14;;;;;B1153;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91038&itemid=137394;CIXI ZHONGYI ELECTRONICS FACTORY;Китай ;;;Павильон №3 Зал №14;;;;;B1165;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91023&itemid=136279;CMP CO.,LTD;Китай;;;Павильон №3 Зал №15;;;;;C7093;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90703&itemid=138935;CNHZ  TR;Китай ;;;Павильон №3 Зал №14;;;;;B2163;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91022&itemid=136485;COMBINE CHIP ELECTRONIC CO., LIMITED;Китай;;;Павильон №3 Зал №15;;;;;C7117;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92376&itemid=140066;ComNews;Россия ;; ;;;;;;;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91552&itemid=138115;Createn Electronics;Китай;;;Павильон №3 Зал №14;;;;;B7157;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90674&itemid=139485;CROSS OCEAN TECHNOLOGY LTD;Китай ;;;Павильон №3 Зал №14;;;;;B1137;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92734&itemid=139748;CSUP Technology limited;Гонконг, специальный административный район Китая;;;Павильон №3 Зал №15;;;;;C5145;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=22996&itemid=139959;CTA-Пресс;Россия ;;;Павильон №3 Зал №15;;;;;C7127;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92849&itemid=140162;CUSTOM WRAPS INDIA PRIVATE LIMITED;Индия;;;Павильон №3 Зал №13;;;;;A2043;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=82864&itemid=140024;CИЛАТ;Россия ;;;Павильон №3 Зал №15;;;;;C7063;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90683&itemid=139248;Dalian Haoyu Electronic Technology., Ltd;Китай;;;Павильон №3 Зал №15;;;;;C1131;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90780&itemid=136250;Dalian Jixing Electronics Inc.,Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B8067;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92328&itemid=138799;Danyang Teruilai Electronics Co.,Ltd;Китай;;;Павильон №3 Зал №14;;;;;B1081;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=57425&itemid=138942;DEDICATE;Китай ;;;Павильон №3 Зал №15;;;;;C4121;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90665&itemid=138512;DEZHOU YINGJUN ELECTRICAL EQUIPMENT CO.,LTD;Китай;;;Павильон №3 Зал №14;;;;;B1083;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=84253&itemid=138885;DGT INDUSTRIAL LIMITED;Китай ;;;Павильон №3 Зал №14;;;;;B6113;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=85989&itemid=139544;Dong Guan Mingyuda Co.,Ltd.;Китай;;;Павильон №3 Зал №14;;;;;B3093;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91546&itemid=137981;Donggguan Bodio Electronic Technologies Co Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B6163;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90935&itemid=138211;Dongguan Benda Precision Industry Co., Ltd.;Китай;;;Павильон №3 Зал №14;;;;;B5181;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90968&itemid=136257;DONGGUAN CHIPSEN ELECTRONICS TECHNOLOGY CO., LTD;Китай ;;;Павильон №3 Зал №15;;;;;C2141;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92309&itemid=138703;DONGGUAN CITY YUANYUE ELECTRONICS CO., LTD.;Китай;;;Павильон №3 Зал №14;;;;;B2093;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90752&itemid=135892;Dongguan Enkang Electronic Technology Co.,Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B1145;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92344&itemid=139031;Dongguan ICT Technology Co., Ltd;Китай;;;Павильон №3 Зал №13;;;;;A6051;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=84596&itemid=139018;Dongguan Jinconn New Material Holdings Co.,Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B3105;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=85991&itemid=138834;Dongguan Jinda Electronics Co., Ltd;Китай;;;Павильон №3 Зал №14;;;;;B8155;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=84432&itemid=137303;Dongguan Jiukuan Precision Hardware Co., Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B4167;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91987&itemid=138891;DONGGUAN JRS ELECTRONIC TECHNOLOGY CO., LTD;Китай;;;Павильон №3 Зал №15;;;;;C3133;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92589&itemid=139547;DONGGUAN LADWAY ELECTRONICS CO.,LTD;Китай ;;;Павильон №3 Зал №13;;;;;A6047;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=84153&itemid=138670;Dongguan Max Electronics Co., Ltd.;Китай;;;Павильон №3 Зал №14;;;;;B5187;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90791&itemid=137296;Dongguan Qunying Intelligent Control Electronics Co., Ltd.;Китай ;;;Павильон №3 Зал №14;;;;;B4179;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90673&itemid=139048;Dongguan Team Source Display Technology Co., Ltd.;Китай;;;Павильон №3 Зал №14;;;;;B2131;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92591&itemid=139554;Dongguan Vdette Information Technology Co.,Ltd;Китай ;;;Павильон №3 Зал №15;;;;;C8081;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92711&itemid=139745;DongGuan Xuansn Electronic Tech Co.,ltd;Китай;;;Павильон №3 Зал №14;;;;;B5179;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90792&itemid=139004;Dongguan Xueqiang Electronic CO.,Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B5175;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90748&itemid=136219;Dongguan Yiqian hardware plastic products Co., LTD;Китай;;;Павильон №3 Зал №14;;;;;B7189;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=84481&itemid=138665;DongGuan YoungSun Precision Mould Co., Ltd;Китай ;;;Павильон №3 Зал №15;;;;;C5133;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90757&itemid=137624;Dongguan Yuanze Electric Co., Ltd;Китай;;;Павильон №3 Зал №15;;;;;C2137;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90940&itemid=138120;Dongguan Zhongkai Electronic Co.,Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B2107;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=90686&itemid=137894;Dongguan Caixin Information Technology Co., Ltd.;Китай;;;Павильон №3 Зал №15;;;;;C1047;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=91992&itemid=137635;Dongguan Jiahua Enclosures Technology Co.,Ltd;Китай ;;;Павильон №3 Зал №14;;;;;B6155;;;;
https://catalogue.ite-expo.ru/ru-RU/specialpages/exhibitor_view.aspx?project_id=536&exhibitor_id=92337&itemid=138779;DONGNAN ELECTRONICS CO.LTD;Китай;;;Павильон №3 Зал №14;;;;;B1017;;;;
